Date,Platform,Product_Category,Model_Name,Condition,Launch_Price_USD,Launch_Price_INR,Current_Price_USD,Current_Price_INR,Discount_Pct,Sale_Event,Stock_Status,Rating,Reviews_Count
2023-09-26,Flipkart,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,78302,577.07,48258.75,27.800000000000004,None,In Stock,4.3,39
2023-09-26,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,795.76,77654.54,0.4,None,In Stock,4.3,106
2023-09-26,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,793.64,79253.84,0.7000000000000001,None,In Stock,4.9,116
2023-09-26,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,786.83,78467.67,21.2,None,In Stock,4.4,3687
2023-09-26,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1879.09,183540.89,6.0,None,In Stock,4.5,3408
2023-09-26,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1992.32,192808.56,0.3,None,Low Stock,4.3,1014
2023-09-26,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1988.53,197078.58,0.5,None,In Stock,4.3,1165
2023-09-26,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1997.28,199436.79,0.1,None,Out of Stock,4.5,1004
2023-09-26,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,2022.26,198164.45,-1.2,None,Low Stock,4.2,1241
2023-09-26,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,195902,1651.03,142468.73,17.4,None,Low Stock,3.8,1245
2023-09-26,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,396.96,38442.88,33.7,None,In Stock,4.8,3060
2023-09-26,Amazon,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,310.93,26874.33,48.1,None,In Stock,4.5,3632
2023-09-26,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,397.23,38237.95,33.7,None,In Stock,4.6,4923
2023-09-26,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,596.96,57403.67,25.3,None,Low Stock,4.5,2764
2023-09-26,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,589.5,57538.45,26.200000000000003,None,Out of Stock,4.5,2790
2023-09-26,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,Renewed/Refurbished,1199,117502,851.8,72404.81,28.999999999999996,None,In Stock,4.1,538
2023-09-26,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,Renewed/Refurbished,1199,117502,929.52,79004.41,22.5,None,In Stock,4.3,784
2023-09-26,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1183.33,114695.61,1.3,None,In Stock,4.4,1840
2023-09-26,Amazon,iPhone,iPhone 12 64GB,New,799,78302,601.7,59116.99,24.7,None,In Stock,4.4,2314
2023-09-26,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,589.21,58490.23,26.3,None,Out of Stock,4.3,3941
2023-09-26,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1013.11,98574.12,15.5,None,In Stock,4.7,2040
2023-09-26,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,711.98,70124.14,10.9,None,Out of Stock,4.4,1403
2023-09-26,Flipkart,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,97902,748.29,63794.46,25.1,None,In Stock,3.9,622
2023-09-26,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,911.35,89675.66,8.799999999999999,None,Out of Stock,4.7,635
2023-09-26,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,890.23,88354.27,10.9,None,Low Stock,4.5,987
2023-09-26,Flipkart,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,677.25,58541.66,15.2,None,In Stock,4.1,109
2023-09-26,Amazon,iPhone,iPhone 15 128GB,New,799,78302,802.72,78530.47,-0.5,None,Low Stock,4.5,84
2023-09-26,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1198.84,119158.55,0.0,None,In Stock,4.5,81
2023-09-26,Flipkart,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,117502,993.02,85149.76,17.2,None,Low Stock,3.8,80
2023-09-26,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1198.84,116277.76,0.0,None,In Stock,4.4,101
2023-09-26,Amazon,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,117502,942.58,80593.72,21.4,None,In Stock,4.1,107
2023-09-26,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1213.46,121030.21,-1.2,None,In Stock,4.4,28
2023-09-27,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,324.49,31372.58,24.4,None,Low Stock,4.5,1037
2023-09-27,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,326.05,31410.77,24.0,None,In Stock,4.2,2484
2023-09-27,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,333.06,32227.54,22.400000000000002,None,In Stock,4.3,1709
2023-09-27,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,432.07,42875.77,-0.7000000000000001,None,Out of Stock,4.5,83
2023-09-27,Amazon,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,42042,362.52,30346.69,15.5,None,In Stock,4.5,51
2023-09-27,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,426.54,41573.43,0.6,None,Out of Stock,4.6,82
2023-09-27,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,422.43,41778.14,1.5,None,In Stock,4.4,85
2023-09-27,Flipkart,Watch,Apple Watch Ultra,New,799,78302,691.58,66795.33,13.4,None,In Stock,4.8,804
2023-09-27,Flipkart,Watch,Apple Watch Ultra,New,799,78302,685.59,67703.32,14.2,None,In Stock,4.2,2038
2023-09-27,Flipkart,Watch,Apple Watch Ultra,Renewed/Refurbished,799,78302,534.38,44858.77,33.1,None,Low Stock,3.9,1988
2023-09-27,Amazon,Watch,Apple Watch Ultra,New,799,78302,693.39,67227.32,13.200000000000001,None,In Stock,4.4,878
2023-09-27,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,813.72,81287.95,-1.7999999999999998,None,In Stock,4.6,64
2023-09-27,Flipkart,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,117502,794.81,68262.97,33.7,None,In Stock,4.1,708
2023-09-27,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1095.81,107294.29,8.6,None,In Stock,4.5,2182
2023-09-27,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,195902,1436.17,122669.14,28.199999999999996,None,In Stock,3.9,3845
2023-09-27,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1960.56,193601.74,1.9,None,In Stock,4.2,505
2023-09-27,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,495.62,49019.83,17.299999999999997,None,In Stock,4.7,859
2023-09-27,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,Renewed/Refurbished,799,78302,440.37,37315.8,44.9,None,In Stock,4.1,3559
2023-09-27,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,Renewed/Refurbished,1199,117502,868.26,72475.14,27.6,None,In Stock,3.8,708
2023-09-27,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1199.09,119848.94,-0.0,None,In Stock,4.3,735
2023-09-27,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1177.11,115087.62,1.7999999999999998,None,Low Stock,4.7,887
2023-09-27,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1205.74,117793.4,-0.6,None,In Stock,4.7,1804
2023-09-27,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,791.26,77643.03,20.8,None,In Stock,4.8,3634
2023-09-27,Amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,656.68,55463.14,34.300000000000004,None,In Stock,3.9,3343
2023-09-27,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,810.01,79202.69,18.9,None,In Stock,4.3,2936
2023-09-27,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,606.8,58880.71,24.099999999999998,None,Low Stock,4.3,2798
2023-09-27,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,983.28,95036.68,18.0,None,In Stock,4.5,3286
2023-09-27,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,703.51,69430.7,12.0,None,In Stock,4.4,841
2023-09-27,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,702.74,68780.88,12.0,None,Low Stock,4.7,1716
2023-09-27,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,909.27,89456.29,9.0,None,In Stock,4.8,1599
2023-09-27,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,892.84,87300.42,10.6,None,Low Stock,4.7,1536
2023-09-27,Flipkart,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,97902,664.08,56671.82,33.5,None,In Stock,4.0,1410
2023-09-27,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,898.76,87866.44,10.0,None,In Stock,4.6,1683
2023-09-27,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,807.72,79219.92,-1.0999999999999999,None,In Stock,4.5,51
2023-09-27,Amazon,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,671.28,56187.37,16.0,None,In Stock,4.2,47
2023-09-27,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1206.35,119155.54,-0.6,None,In Stock,4.7,20
2023-09-27,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1206.59,118765.52,-0.6,None,Out of Stock,4.8,54
2023-09-27,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1175.49,113574.43,2.0,None,In Stock,4.7,54
2023-09-28,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,327.59,31511.04,23.599999999999998,None,Out of Stock,4.6,3824
2023-09-28,Flipkart,Watch,Apple Watch Series 8 (45mm),Renewed/Refurbished,429,42042,273.72,23499.73,36.199999999999996,None,In Stock,4.1,1416
2023-09-28,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,426.27,41761.26,0.6,None,In Stock,4.3,108
2023-09-28,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,426.38,41815.04,0.6,None,In Stock,4.4,88
2023-09-28,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,436.04,42829.31,-1.6,None,Out of Stock,4.3,68
2023-09-28,Amazon,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,42042,315.82,27058.63,26.400000000000002,None,Out of Stock,3.8,47
2023-09-28,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,802.98,77768.94,-0.5,None,In Stock,4.3,32
2023-09-28,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,811.8,79415.84,-1.6,None,Out of Stock,4.2,109
2023-09-28,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,788.45,77827.83,1.3,None,In Stock,4.3,105
2023-09-28,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,814.69,78764.94,18.4,None,In Stock,4.7,1854
2023-09-28,Amazon,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,117502,919.01,77597.17,23.400000000000002,None,In Stock,4.0,1357
2023-09-28,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1093.12,106958.78,8.799999999999999,None,In Stock,4.8,1864
2023-09-28,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1882.17,180777.08,5.800000000000001,None,Low Stock,4.5,1152
2023-09-28,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,195902,1365.63,115834.38,31.7,None,In Stock,4.2,2285
2023-09-28,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1889.71,182497.23,5.5,None,In Stock,4.6,2246
2023-09-28,Amazon,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,58702,365.02,31376.67,39.1,None,In Stock,4.2,1886
2023-09-28,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,595.98,57755.72,25.4,None,In Stock,4.5,2228
2023-09-28,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,587.95,56511.03,26.400000000000002,None,In Stock,4.5,3891
2023-09-28,Amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,590.19,49182.77,40.9,None,In Stock,4.3,5281
2023-09-28,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,796.4,78927.82,20.3,None,Out of Stock,4.5,5132
2023-09-28,Flipkart,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,78302,529.7,45622.15,33.7,None,Out of Stock,4.1,1605
2023-09-28,Amazon,iPhone,iPhone 14 128GB,New,799,78302,706.9,69748.09,11.5,None,In Stock,4.9,563
2023-09-28,Amazon,iPhone,iPhone 14 128GB,New,799,78302,709.21,68914.35,11.200000000000001,None,In Stock,4.4,2089
2023-09-28,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,909.07,87979.99,9.0,None,In Stock,4.6,1699
2023-09-28,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,881.94,86375.75,11.700000000000001,None,Low Stock,4.3,1633
2023-09-28,Flipkart,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,97902,753.07,64779.56,24.6,None,In Stock,4.1,1663
2023-09-28,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,791.83,79047.35,0.8999999999999999,None,In Stock,4.5,63
2023-09-28,Flipkart,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,621.13,51846.93,22.3,None,In Stock,4.4,68
2023-09-28,Amazon,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,578.26,48521.11,27.6,None,Low Stock,4.0,53
2023-09-28,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,803.29,77452.97,-0.5,None,In Stock,4.6,90
2023-09-28,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1199.56,116791.31,-0.0,None,In Stock,4.8,122
2023-09-28,Amazon,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,117502,885.58,74370.43,26.1,None,In Stock,4.1,82
2023-09-28,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1175.26,117133.03,2.0,None,Out of Stock,4.8,99
2023-09-29,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,329.79,31963.55,23.1,None,In Stock,4.8,1486
2023-09-29,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,330.83,31785.22,22.900000000000002,None,In Stock,4.3,3557
2023-09-29,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,326.8,32566.3,23.799999999999997,None,In Stock,4.3,949
2023-09-29,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,328.58,32679.12,23.400000000000002,None,In Stock,4.3,2096
2023-09-29,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,325.21,32319.48,24.2,None,In Stock,4.7,1242
2023-09-29,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,329.13,32759.24,23.3,None,In Stock,4.4,1726
2023-09-29,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,425.34,41102.23,0.8999999999999999,None,In Stock,4.6,57
2023-09-29,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,799.18,79145.3,-0.0,None,In Stock,4.6,71
2023-09-29,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,797.42,79014.38,0.2,None,In Stock,4.8,104
2023-09-29,Amazon,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,78302,666.48,56307.55,16.6,None,In Stock,4.2,77
2023-09-29,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,803.34,80057.5,-0.5,None,In Stock,4.8,83
2023-09-29,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,785.68,75676.83,1.7000000000000002,None,In Stock,4.4,41
2023-09-29,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,789.87,78724.36,1.0999999999999999,None,In Stock,4.3,50
2023-09-29,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,804.48,78933.23,19.5,None,In Stock,4.3,2366
2023-09-29,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,789.86,77694.25,20.9,None,In Stock,4.3,3731
2023-09-29,Amazon,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,117502,859.11,71820.05,28.299999999999997,None,In Stock,4.0,1369
2023-09-29,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1887.21,183969.56,5.6000000000000005,None,In Stock,4.8,3420
2023-09-29,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,2028.3,196852.22,-1.5,None,Low Stock,4.4,932
2023-09-29,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,2018.48,196226.31,-1.0,None,Out of Stock,4.6,1227
2023-09-29,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,500.61,49949.45,16.400000000000002,None,In Stock,4.3,2602
2023-09-29,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,Renewed/Refurbished,1199,117502,898.65,75225.32,25.1,None,In Stock,4.0,760
2023-09-29,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1218.52,118300.38,-1.6,None,In Stock,4.2,1929
2023-09-29,Amazon,iPhone,iPhone 12 64GB,New,799,78302,589.81,57625.18,26.200000000000003,None,In Stock,4.2,5581
2023-09-29,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,607.74,60606.91,23.9,None,In Stock,4.6,3411
2023-09-29,Amazon,iPhone,iPhone 14 128GB,New,799,78302,696.8,67906.43,12.8,None,In Stock,4.3,1424
2023-09-29,Flipkart,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,97902,645.46,55157.24,35.4,None,Out of Stock,4.4,1132
2023-09-29,Amazon,iPhone,iPhone 15 128GB,New,799,78302,796.53,78029.09,0.3,None,In Stock,4.7,28
2023-09-29,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1197.4,115998.25,0.1,None,In Stock,4.7,80
2023-09-29,Amazon,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,117502,905.52,77188.69,24.5,None,In Stock,4.5,55
2023-09-30,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,194.62,16767.2,54.6,None,Low Stock,4.1,4319
2023-09-30,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,261.8,25891.91,39.0,None,Low Stock,4.7,2408
2023-09-30,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,332.96,32482.61,22.400000000000002,None,Low Stock,4.9,3380
2023-09-30,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,324.03,31513.17,24.5,None,In Stock,4.4,1525
2023-09-30,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,331.44,33041.15,22.7,None,In Stock,4.3,846
2023-09-30,Amazon,Watch,Apple Watch Ultra,Renewed/Refurbished,799,78302,589.46,50691.52,26.200000000000003,None,In Stock,4.0,1672
2023-09-30,Amazon,Watch,Apple Watch Ultra,New,799,78302,696.75,67998.57,12.8,None,In Stock,4.6,663
2023-09-30,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,786.88,77383.0,1.5,None,In Stock,4.5,57
2023-09-30,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,787.99,76200.94,1.4000000000000001,None,In Stock,4.3,40
2023-09-30,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,799.97,77364.33,-0.1,None,In Stock,4.5,88
2023-09-30,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,808.09,80358.77,-1.0999999999999999,None,Out of Stock,4.9,42
2023-09-30,Amazon,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,78302,681.42,58511.56,14.7,None,In Stock,4.5,89
2023-09-30,Flipkart,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,117502,905.22,77966.68,24.5,None,Out of Stock,4.1,1248
2023-09-30,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,1119.69,111635.16,6.6000000000000005,None,In Stock,4.9,1316
2023-09-30,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,1098.04,106256.77,8.4,None,In Stock,4.8,689
2023-09-30,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1907.24,187244.38,4.6,None,In Stock,4.8,2284
2023-09-30,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1921.88,190312.7,3.9,None,In Stock,4.4,1290
2023-09-30,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1886.7,188044.17,5.6000000000000005,None,In Stock,4.4,3518
2023-09-30,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1974.86,190269.85,1.2,None,In Stock,4.5,1007
2023-09-30,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,195902,1567.9,134300.0,21.6,None,In Stock,3.8,1266
2023-09-30,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,32242,194.04,18949.65,41.0,None,In Stock,4.7,2781
2023-09-30,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,196.32,19256.68,40.300000000000004,None,In Stock,4.2,1911
2023-09-30,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,196.32,18879.17,40.300000000000004,None,Out of Stock,4.6,1913
2023-09-30,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,396.11,38594.7,33.900000000000006,None,In Stock,4.7,2280
2023-09-30,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,403.33,39660.91,32.7,None,Out of Stock,4.6,3395
2023-09-30,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,Renewed/Refurbished,799,78302,462.81,39876.82,42.1,None,Out of Stock,4.5,4188
2023-09-30,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1199.01,119032.08,-0.0,None,In Stock,4.8,729
2023-09-30,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1191.17,118401.44,0.7000000000000001,None,In Stock,4.6,1875
2023-09-30,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,Renewed/Refurbished,1199,117502,913.85,79067.76,23.799999999999997,None,Low Stock,4.4,1114
2023-09-30,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1219.08,118379.35,-1.7000000000000002,None,In Stock,4.3,1541
2023-09-30,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1209.3,119533.09,-0.8999999999999999,None,In Stock,4.6,1650
2023-09-30,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,783.37,76495.16,21.6,None,Out of Stock,4.7,4470
2023-09-30,Amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,579.21,49220.44,42.0,None,In Stock,4.3,5925
2023-09-30,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,793.72,76914.7,20.5,None,In Stock,4.6,5903
2023-09-30,Amazon,iPhone,iPhone 13 128GB,New,799,78302,591.2,57703.44,26.0,None,In Stock,4.8,1162
2023-09-30,Flipkart,iPhone,iPhone 13 128GB,Renewed/Refurbished,799,78302,475.07,39702.94,40.5,None,In Stock,4.0,3965
2023-09-30,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,986.74,95154.49,17.7,None,In Stock,4.8,4106
2023-09-30,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1005.18,99849.54,16.2,None,In Stock,4.2,1855
2023-09-30,Amazon,iPhone,iPhone 14 128GB,New,799,78302,695.46,69398.35,13.0,None,In Stock,4.3,671
2023-09-30,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,693.03,68202.7,13.3,None,In Stock,4.8,891
2023-09-30,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,700.18,67261.85,12.4,None,In Stock,4.6,646
2023-09-30,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,897.93,88802.56,10.100000000000001,None,In Stock,4.7,2043
2023-09-30,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,890.54,86286.09,10.9,None,In Stock,4.4,657
2023-09-30,Amazon,iPhone,iPhone 15 128GB,New,799,78302,806.9,78818.75,-1.0,None,In Stock,4.8,53
2023-09-30,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,800.91,79428.71,-0.2,None,In Stock,4.4,65
2023-09-30,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1213.62,120930.59,-1.2,None,Out of Stock,4.6,77
2023-09-30,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1185.4,114963.26,1.0999999999999999,None,In Stock,4.6,47
2023-10-01,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,157.96,13468.44,63.2,Big Billion Days,Out of Stock,4.0,1942
2023-10-01,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,154.17,13101.61,64.1,Big Billion Days,Low Stock,3.9,4221
2023-10-01,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,274.36,27358.68,36.0,Great Indian Festival,In Stock,4.5,638
2023-10-01,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,262.63,26202.74,38.800000000000004,Big Billion Days,Out of Stock,4.7,948
2023-10-01,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,358.39,35775.87,16.5,Great Indian Festival,In Stock,4.3,91
2023-10-01,Flipkart,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,42042,276.44,23736.95,35.6,Big Billion Days,Out of Stock,4.1,82
2023-10-01,Amazon,Watch,Apple Watch Ultra,Renewed/Refurbished,799,78302,404.42,33697.5,49.4,Great Indian Festival,Low Stock,4.1,1940
2023-10-01,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,711.59,71031.89,10.9,Great Indian Festival,In Stock,4.7,127
2023-10-01,Amazon,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,534.12,45406.21,46.5,Great Indian Festival,In Stock,4.3,5041
2023-10-01,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,646.64,63891.43,35.3,Great Indian Festival,Out of Stock,4.9,4474
2023-10-01,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,894.43,87233.08,25.4,Big Billion Days,Low Stock,4.7,998
2023-10-01,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,934.82,92712.6,22.0,Great Indian Festival,In Stock,4.4,1482
2023-10-01,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1699.25,165268.6,15.0,Big Billion Days,In Stock,4.4,3349
2023-10-01,Flipkart,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,32242,132.88,11328.44,59.599999999999994,Big Billion Days,Out of Stock,4.1,2457
2023-10-01,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,390.58,38325.96,34.8,Big Billion Days,In Stock,4.6,2587
2023-10-01,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,432.06,42453.45,27.900000000000002,Big Billion Days,In Stock,4.4,1996
